证券代码,证券简称,辖区,证监会行业,申万行业,内部控制指数评级,内部控制指数评分,报告期
600061.SH,国投资本,上海辖区,资本市场服务,金融控股,BBB,774.84,2018-12-31
600062.SH,华润双鹤,北京辖区,"医药制造业 ",化学制剂,B,677.24,2018-12-31
600063.SH,皖维高新,安徽辖区,化学纤维制造业,其他化学纤维,B,661.89,2018-12-31
600064.SH,南京高科,江苏辖区,房地产业,住宅开发,B,678.48,2018-12-31
600066.SH,宇通客车,河南辖区,汽车制造业,商用载客车,B,674.31,2018-12-31
600067.SH,冠城大通,福建辖区,房地产业,住宅开发,BB,727.49,2018-12-31
600068.SH,葛洲坝,湖北辖区,土木工程建筑业,水利工程,BB,705.79,2018-12-31
600069.SH,退市银鸽,河南辖区,"造纸和纸制品业 ",造纸,D,0,2018-12-31
600070.SH,ST富润,浙江辖区,互联网和相关服务,综合Ⅲ,BB,719.59,2018-12-31
600071.SH,凤凰光学,江西辖区,仪器仪表制造业,光学元件,C,498.33,2018-12-31
600072.SH,中船科技,上海辖区,土木工程建筑业,航海装备Ⅲ,B,628.59,2018-12-31
600073.SH,上海梅林,上海辖区,食品制造业,肉制品,C,582.7,2018-12-31
600074.SH,退市保千,江苏辖区,计算机、通信和其他电子设备制造业,,D,0,2018-12-31
600075.SH,新疆天业,新疆辖区,化学原料和化学制品制造业,氯碱,B,648.51,2018-12-31
600076.SH,康欣新材,山东辖区,木材加工和木、竹、藤、棕、草制品业,综合包装,B,682.52,2018-12-31
600077.SH,*ST宋都,浙江辖区,房地产业,住宅开发,BB,746.52,2018-12-31
600078.SH,ST澄星,江苏辖区,化学原料和化学制品制造业,磷肥及磷化工,C,582.7,2018-12-31
600079.SH,人福医药,湖北辖区,"医药制造业 ",化学制剂,C,496.8,2018-12-31
600080.SH,金花股份,陕西辖区,"医药制造业 ",中药Ⅲ,C,589.09,2018-12-31
600081.SH,东风科技,上海辖区,汽车制造业,车身附件及饰件,C,560.19,2018-12-31
600082.SH,海泰发展,天津辖区,批发业,产业地产,B,690.13,2018-12-31
600083.SH,博信股份,江苏辖区,批发业,综合Ⅲ,D,0,2018-12-31
600084.SH,中葡股份,新疆辖区,酒、饮料和精制茶制造业,其他酒类,C,567.5,2018-12-31
600085.SH,同仁堂,北京辖区,"医药制造业 ",中药Ⅲ,B,626.27,2018-12-31
600086.SH,退市金钰,湖北辖区,其他制造业,珠宝首饰,D,0,2018-12-31
600088.SH,中视传媒,上海辖区,广播、电视、电影和影视录音制作业,影视动漫制作,B,655.65,2018-12-31
600089.SH,特变电工,新疆辖区,"电气机械和器材制造业 ",输变电设备,B,631.52,2018-12-31
600090.SH,退市济堂,新疆辖区,批发业,医药商业,B,638.88,2018-12-31
600091.SH,退市明科,内蒙古辖区,化学原料和化学制品制造业,氯碱,D,0,2018-12-31
600093.SH,退市易见,云南辖区,商务服务业,多元金融,B,681.84,2018-12-31
600094.SH,大名城,上海辖区,房地产业,住宅开发,B,668.55,2018-12-31
600095.SH,湘财股份,黑龙江辖区,资本市场服务,证券Ⅲ,B,630.59,2018-12-31
600096.SH,云天化,云南辖区,化学原料和化学制品制造业,磷肥及磷化工,B,621.05,2018-12-31
600097.SH,开创国际,上海辖区,渔业,海洋捕捞,BB,724.84,2018-12-31
600098.SH,广州发展,广东辖区,电力、热力生产和供应业,火力发电,B,682.67,2018-12-31
600099.SH,林海股份,江苏辖区,铁路、船舶、航空航天和其他运输设备制造业,其他运输设备,B,693.44,2018-12-31
600100.SH,同方股份,北京辖区,计算机、通信和其他电子设备制造业,其他计算机设备,C,571.78,2018-12-31
600101.SH,明星电力,四川辖区,电力、热力生产和供应业,电能综合服务,B,628.91,2018-12-31
600103.SH,青山纸业,福建辖区,"造纸和纸制品业 ",特种纸,C,574.12,2018-12-31
600104.SH,上汽集团,上海辖区,汽车制造业,综合乘用车,AA,850.39,2018-12-31
600105.SH,永鼎股份,江苏辖区,"电气机械和器材制造业 ",通信线缆及配套,B,682.69,2018-12-31
600106.SH,重庆路桥,重庆辖区,道路运输业,高速公路,C,588.09,2018-12-31
600107.SH,美尔雅,湖北辖区,纺织服装、服饰业,非运动服装,B,696.66,2018-12-31
600108.SH,亚盛集团,甘肃辖区,农业,其他种植业,B,668.75,2018-12-31
600109.SH,国金证券,四川辖区,资本市场服务,证券Ⅲ,B,689.2,2018-12-31
600110.SH,诺德股份,吉林辖区,有色金属冶炼和压延加工业,锂电池,C,591.91,2018-12-31
600111.SH,北方稀土,内蒙古辖区,有色金属冶炼和压延加工业,稀土,B,658.97,2018-12-31
600112.SH,ST天成,贵州辖区,"电气机械和器材制造业 ",输变电设备,D,0,2018-12-31
600113.SH,浙江东日,浙江辖区,商务服务业,商业物业经营,B,669.9,2018-12-31
600114.SH,东睦股份,宁波辖区,"金属制品业 ",金属制品,B,686.65,2018-12-31
600115.SH,中国东航,上海辖区,"航空运输业 ",航空运输,BB,706.19,2018-12-31
600116.SH,三峡水利,重庆辖区,电力、热力生产和供应业,电能综合服务,B,698.7,2018-12-31
600117.SH,*ST西钢,青海辖区,"黑色金属冶炼和压延加工业 ",特钢Ⅲ,C,452.07,2018-12-31
600118.SH,中国卫星,北京辖区,计算机、通信和其他电子设备制造业,航天装备Ⅲ,BB,712.85,2018-12-31
600119.SH,长江投资,上海辖区,道路运输业,跨境物流,D,0,2018-12-31
600120.SH,浙江东方,浙江辖区,其他金融业,金融控股,BBB,754.12,2018-12-31
600121.SH,郑州煤电,河南辖区,煤炭开采和洗选业,动力煤,D,0,2018-12-31
600122.SH,*ST宏图,江苏辖区,零售业,专业连锁Ⅲ,D,0,2018-12-31
600123.SH,兰花科创,山西辖区,煤炭开采和洗选业,焦煤,C,583.05,2018-12-31
600125.SH,铁龙物流,大连辖区,铁路运输业,铁路运输,BBB,773.48,2018-12-31
600126.SH,杭钢股份,浙江辖区,"黑色金属冶炼和压延加工业 ",板材,B,696.89,2018-12-31
600127.SH,金健米业,湖南辖区,农副食品加工业,粮油加工,B,613.87,2018-12-31
600128.SH,苏豪弘业,江苏辖区,批发业,贸易Ⅲ,C,571.59,2018-12-31
600129.SH,太极集团,重庆辖区,"医药制造业 ",中药Ⅲ,C,571.26,2018-12-31
600130.SH,波导股份,宁波辖区,计算机、通信和其他电子设备制造业,消费电子零部件及组装,B,667.21,2018-12-31
600131.SH,国网信通,四川辖区,软件和信息技术服务业,IT服务Ⅲ,C,598.18,2018-12-31
600132.SH,重庆啤酒,重庆辖区,酒、饮料和精制茶制造业,啤酒,B,630.58,2018-12-31
600133.SH,东湖高新,湖北辖区,土木工程建筑业,基建市政工程,BB,706.34,2018-12-31
600135.SH,乐凯胶片,河北辖区,化学原料和化学制品制造业,膜材料,B,601.03,2018-12-31
600136.SH,*ST明诚,湖北辖区,广播、电视、电影和影视录音制作业,体育Ⅲ,BB,708.66,2018-12-31
600137.SH,浪莎股份,四川辖区,纺织服装、服饰业,鞋帽及其他,BB,715.46,2018-12-31
600138.SH,中青旅,北京辖区,商务服务业,人工景区,BBB,752.04,2018-12-31
600139.SH,*ST西源,四川辖区,货币金融服务,租赁,C,227.93,2018-12-31
600141.SH,兴发集团,湖北辖区,化学原料和化学制品制造业,磷肥及磷化工,C,545.32,2018-12-31
600143.SH,金发科技,广东辖区,橡胶和塑料制品业,改性塑料,B,698.64,2018-12-31
600145.SH,退市新亿,新疆辖区,非金属矿物制品业,贸易Ⅲ,D,0,2018-12-31
600146.SH,退市环球,宁夏辖区,纺织服装、服饰业,女装,D,0,2018-12-31
600148.SH,长春一东,吉林辖区,汽车制造业,底盘与发动机系统,B,647.64,2018-12-31
600149.SH,廊坊发展,河北辖区,电力、热力生产和供应业,热力服务,D,0,2018-12-31
600150.SH,中国船舶,上海辖区,铁路、船舶、航空航天和其他运输设备制造业,航海装备Ⅲ,D,0,2018-12-31
600151.SH,航天机电,上海辖区,计算机、通信和其他电子设备制造业,光伏电池组件,B,652.4,2018-12-31
600152.SH,维科技术,宁波辖区,"电气机械和器材制造业 ",锂电池,B,687.8,2018-12-31
600153.SH,建发股份,厦门辖区,批发业,原材料供应链服务,A,821.8,2018-12-31
600155.SH,华创云信,北京辖区,资本市场服务,证券Ⅲ,B,603.06,2018-12-31
600156.SH,华升股份,湖南辖区,纺织业,其他纺织,C,585.63,2018-12-31
600157.SH,永泰能源,山西辖区,电力、热力生产和供应业,焦煤,C,554.73,2018-12-31
600158.SH,中体产业,天津辖区,体育,体育Ⅲ,BB,700.3,2018-12-31
600159.SH,大龙地产,北京辖区,房地产业,住宅开发,B,682.63,2018-12-31
600160.SH,巨化股份,浙江辖区,化学原料和化学制品制造业,氟化工,B,661.08,2018-12-31
600161.SH,天坛生物,北京辖区,"医药制造业 ",血液制品,B,624.93,2018-12-31
600162.SH,香江控股,深圳辖区,房地产业,住宅开发,B,640.64,2018-12-31
600163.SH,中闽能源,福建辖区,电力、热力生产和供应业,风力发电,C,444.31,2018-12-31
600165.SH,宁科生物,宁夏辖区,化学原料和化学制品制造业,其他化学制品,C,214.98,2018-12-31
600166.SH,福田汽车,北京辖区,汽车制造业,商用载货车,C,580.73,2018-12-31
600167.SH,联美控股,辽宁辖区,电力、热力生产和供应业,热力服务,B,651.91,2018-12-31
600168.SH,武汉控股,湖北辖区,"水的生产和供应业  ",水务及水治理,C,558.71,2018-12-31
600169.SH,太原重工,山西辖区,专用设备制造业,能源及重型设备,B,601.84,2018-12-31
600170.SH,上海建工,上海辖区,土木工程建筑业,房屋建设Ⅲ,AA,862.87,2018-12-31
600171.SH,上海贝岭,上海辖区,计算机、通信和其他电子设备制造业,模拟芯片设计,B,692.88,2018-12-31
600172.SH,黄河旋风,河南辖区,非金属矿物制品业,磨具磨料,D,0,2018-12-31
600173.SH,卧龙地产,浙江辖区,房地产业,住宅开发,B,696.25,2018-12-31
600175.SH,退市美都,浙江辖区,综合,综合Ⅲ,C,333.67,2018-12-31
600176.SH,中国巨石,浙江辖区,非金属矿物制品业,玻纤制造,B,613.92,2018-12-31
600177.SH,雅戈尔,宁波辖区,纺织服装、服饰业,非运动服装,B,687.94,2018-12-31
600178.SH,东安动力,黑龙江辖区,汽车制造业,底盘与发动机系统,B,621.63,2018-12-31
600179.SH,安通控股,黑龙江辖区,装卸搬运和运输代理业,航运,D,0,2018-12-31
600180.SH,瑞茂通,山东辖区,批发业,原材料供应链服务,BB,718.89,2018-12-31
600182.SH,S佳通,黑龙江辖区,橡胶和塑料制品业,轮胎轮毂,B,665.89,2018-12-31
600183.SH,生益科技,广东辖区,计算机、通信和其他电子设备制造业,印制电路板,B,684.06,2018-12-31
600184.SH,光电股份,湖北辖区,专用设备制造业,地面兵装Ⅲ,B,658.78,2018-12-31
600185.SH,格力地产,广东辖区,房地产业,住宅开发,B,629.04,2018-12-31
600186.SH,莲花健康,河南辖区,食品制造业,调味发酵品Ⅲ,D,0,2018-12-31
600187.SH,国中水务,黑龙江辖区,"水的生产和供应业  ",水务及水治理,C,541.37,2018-12-31
600188.SH,兖矿能源,山东辖区,煤炭开采和洗选业,动力煤,A,831.1,2018-12-31
600189.SH,泉阳泉,吉林辖区,酒、饮料和精制茶制造业,软饮料,B,621.55,2018-12-31
600190.SH,锦州港,辽宁辖区,水上运输业,港口,BB,705.17,2018-12-31
600191.SH,华资实业,内蒙古辖区,农副食品加工业,其他农产品加工,B,640.3,2018-12-31
600192.SH,长城电工,甘肃辖区,"电气机械和器材制造业 ",输变电设备,B,611.63,2018-12-31
600193.SH,创兴资源,上海辖区,建筑装饰和其他建筑业,装修装饰Ⅲ,D,0,2018-12-31
600195.SH,中牧股份,北京辖区,"医药制造业 ",动物保健Ⅲ,B,660.14,2018-12-31
600196.SH,复星医药,上海辖区,"医药制造业 ",化学制剂,B,693.04,2018-12-31
600197.SH,伊力特,新疆辖区,酒、饮料和精制茶制造业,白酒Ⅲ,BB,716.93,2018-12-31
600198.SH,大唐电信,北京辖区,计算机、通信和其他电子设备制造业,通信终端及配件,D,0,2018-12-31
600199.SH,金种子酒,安徽辖区,酒、饮料和精制茶制造业,白酒Ⅲ,B,679.65,2018-12-31
600200.SH,江苏吴中,江苏辖区,"医药制造业 ",化学制剂,C,587.79,2018-12-31
600201.SH,生物股份,内蒙古辖区,"医药制造业 ",动物保健Ⅲ,B,633.81,2018-12-31
600202.SH,哈空调,黑龙江辖区,"电气机械和器材制造业 ",制冷空调设备,D,0,2018-12-31
600203.SH,福日电子,福建辖区,计算机、通信和其他电子设备制造业,消费电子零部件及组装,B,666.08,2018-12-31
600206.SH,有研新材,北京辖区,有色金属冶炼和压延加工业,半导体材料,B,668.17,2018-12-31
600207.SH,安彩高科,河南辖区,"燃气生产和供应业  ",光伏辅材,B,651.5,2018-12-31
600208.SH,新湖中宝,浙江辖区,房地产业,住宅开发,BBB,770.91,2018-12-31
600209.SH,退市罗顿,海南辖区,建筑装饰和其他建筑业,装修装饰Ⅲ,D,0,2018-12-31
600210.SH,紫江企业,上海辖区,橡胶和塑料制品业,塑料包装,BB,706.94,2018-12-31
600211.SH,西藏药业,西藏辖区,"医药制造业 ",其他生物制品,B,632.6,2018-12-31
600212.SH,绿能慧充,山东辖区,综合,其他电源设备Ⅲ,C,446.35,2018-12-31
600213.SH,亚星客车,江苏辖区,汽车制造业,商用载客车,B,632.28,2018-12-31
600215.SH,派斯林,吉林辖区,房地产业,机器人,B,683.44,2018-12-31
600216.SH,浙江医药,浙江辖区,"医药制造业 ",原料药,B,620.78,2018-12-31
600217.SH,中再资环,陕西辖区,"废弃资源综合利用业  ",固废治理,C,475.61,2018-12-31
600218.SH,全柴动力,安徽辖区,通用设备制造业,底盘与发动机系统,B,680.62,2018-12-31
600219.SH,南山铝业,山东辖区,有色金属冶炼和压延加工业,铝,B,667.04,2018-12-31
600220.SH,江苏阳光,江苏辖区,纺织业,其他纺织,B,630.8,2018-12-31
600221.SH,海航控股,海南辖区,"航空运输业 ",航空运输,D,0,2018-12-31
600222.SH,太龙药业,河南辖区,"医药制造业 ",中药Ⅲ,B,618.65,2018-12-31
600223.SH,福瑞达,山东辖区,房地产业,住宅开发,B,659.04,2018-12-31
600225.SH,卓朗科技,天津辖区,房地产业,IT服务Ⅲ,D,0,2018-12-31
600226.SH,瀚叶股份,浙江辖区,互联网和相关服务,热力服务,C,514.34,2018-12-31
600227.SH,赤天化,贵州辖区,"医药制造业 ",氮肥,B,611.09,2018-12-31
600228.SH,返利科技,江西辖区,互联网和相关服务,门户网站,D,0,2018-12-31
600229.SH,城市传媒,青岛辖区,新闻和出版业,大众出版,B,671.82,2018-12-31
600230.SH,沧州大化,河北辖区,化学原料和化学制品制造业,聚氨酯,C,175.71,2018-12-31
600231.SH,凌钢股份,辽宁辖区,"黑色金属冶炼和压延加工业 ",长材,B,650.12,2018-12-31
600232.SH,金鹰股份,浙江辖区,纺织业,纺织服装设备,C,571.38,2018-12-31
600233.SH,圆通速递,大连辖区,邮政业,快递,BBB,791.33,2018-12-31
600234.SH,科新发展,山西辖区,计算机、通信和其他电子设备制造业,装修装饰Ⅲ,D,0,2018-12-31
600235.SH,民丰特纸,浙江辖区,"造纸和纸制品业 ",特种纸,B,646.77,2018-12-31
600236.SH,桂冠电力,广西辖区,电力、热力生产和供应业,水力发电,B,618.89,2018-12-31
600237.SH,铜峰电子,安徽辖区,计算机、通信和其他电子设备制造业,被动元件,B,699.25,2018-12-31
600238.SH,海南椰岛,海南辖区,酒、饮料和精制茶制造业,其他酒类,D,0,2018-12-31
600239.SH,云南城投,云南辖区,房地产业,商业地产,B,600.16,2018-12-31
600240.SH,退市华业,北京辖区,房地产业,住宅开发,D,0,2018-12-31
600241.SH,时代万恒,大连辖区,"电气机械和器材制造业 ",锂电池,B,607,2018-12-31
600242.SH,退市中昌,广东辖区,互联网和相关服务,营销代理,C,494.69,2018-12-31
600243.SH,青海华鼎,青海辖区,通用设备制造业,其他通用设备,B,633.63,2018-12-31
600246.SH,万通发展,北京辖区,房地产业,住宅开发,B,640.18,2018-12-31
600247.SH,*ST成城,吉林辖区,批发业,贸易Ⅲ,D,0,2018-12-31
600248.SH,陕建股份,陕西辖区,土木工程建筑业,房屋建设Ⅲ,BB,702.81,2018-12-31
600249.SH,两面针,广西辖区,化学原料和化学制品制造业,洗护用品,B,665.56,2018-12-31
600250.SH,南纺股份,江苏辖区,批发业,贸易Ⅲ,BB,722.06,2018-12-31
600251.SH,冠农股份,新疆辖区,农副食品加工业,果蔬加工,B,609.59,2018-12-31
600252.SH,中恒集团,广西辖区,"医药制造业 ",中药Ⅲ,C,581.6,2018-12-31
600255.SH,鑫科材料,安徽辖区,有色金属冶炼和压延加工业,其他金属新材料,D,0,2018-12-31
600256.SH,广汇能源,新疆辖区,石油和天然气开采业,油品石化贸易,D,0,2018-12-31
600257.SH,大湖股份,湖南辖区,渔业,水产养殖,B,697.32,2018-12-31
600258.SH,首旅酒店,北京辖区,住宿业,酒店,BBB,764.35,2018-12-31
600259.SH,广晟有色,海南辖区,有色金属矿采选业,稀土,C,545.69,2018-12-31
600260.SH,*ST凯乐,湖北辖区,计算机、通信和其他电子设备制造业,其他通信设备,C,522.43,2018-12-31
600261.SH,阳光照明,浙江辖区,"电气机械和器材制造业 ",照明设备Ⅲ,B,624.51,2018-12-31
600262.SH,北方股份,内蒙古辖区,专用设备制造业,能源及重型设备,B,617.02,2018-12-31
600265.SH,ST景谷,云南辖区,林业,林业Ⅲ,D,0,2018-12-31
600266.SH,城建发展,北京辖区,房地产业,住宅开发,BB,706.59,2018-12-31
600267.SH,海正药业,浙江辖区,"医药制造业 ",化学制剂,C,480.3,2018-12-31
600268.SH,国电南自,江苏辖区,"电气机械和器材制造业 ",电网自动化设备,B,659.17,2018-12-31
600269.SH,赣粤高速,江西辖区,道路运输业,高速公路,C,588.86,2018-12-31
600271.SH,航天信息,北京辖区,计算机、通信和其他电子设备制造业,IT服务Ⅲ,B,689.01,2018-12-31
